,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
loss,3.017014503479004,2.5537610054016113,2.3300979137420654,2.204859495162964,2.116631269454956,2.036703586578369,1.9680691957473755,1.897984266281128,1.8286800384521484,1.7555066347122192,1.6788787841796875,1.591654896736145,1.5028443336486816,1.403574824333191,1.2896634340286255,1.1759194135665894,1.0534493923187256,0.9267838597297668,0.8096274733543396,0.691787838935852,0.5719993114471436,0.4741978943347931,0.3828621804714203,0.3080969750881195,0.24426467716693878,0.1871732771396637,0.15056347846984863,0.11730854213237762,0.09821251779794693,0.08278388530015945,0.0744977742433548,0.07175420969724655,0.07211540639400482,0.08785305172204971,0.09700185060501099,0.09076009690761566,0.06462164968252182,0.038774583488702774,0.03542516753077507,0.03433551266789436
accuracy,0.17566271126270294,0.2863740026950836,0.33657190203666687,0.362120658159256,0.38287153840065,0.4046419560909271,0.42281395196914673,0.44194555282592773,0.45843827724456787,0.4788892865180969,0.501919150352478,0.5233896970748901,0.5523569583892822,0.5820438861846924,0.6192874908447266,0.6494542360305786,0.6922154426574707,0.7367158532142639,0.7743192911148071,0.8127024173736572,0.8561832904815674,0.8894086480140686,0.9204750061035156,0.9417656064033508,0.9610771536827087,0.9744512438774109,0.9832074046134949,0.9882451891899109,0.989324688911438,0.9917236566543579,0.99190354347229,0.9908240437507629,0.991243839263916,0.9872255921363831,0.982487678527832,0.984046995639801,0.9904642105102539,0.993162989616394,0.9929831027984619,0.992803156375885
