,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
loss,2.881988763809204,2.4111032485961914,2.2504308223724365,2.1479556560516357,2.068622589111328,2.0012106895446777,1.9401541948318481,1.8856956958770752,1.8350590467453003,1.7855534553527832,1.7410749197006226,1.6957429647445679,1.6531108617782593,1.6103259325027466,1.569859504699707,1.5317522287368774,1.4949017763137817,1.4574439525604248,1.4203310012817383,1.385308027267456,1.3523335456848145,1.3185406923294067,1.2866698503494263,1.2556159496307373,1.2213863134384155,1.1918915510177612,1.1625642776489258,1.1308157444000244,1.1039137840270996,1.0734171867370605,1.0495634078979492,1.0189838409423828,0.9915618896484375,0.9643326997756958,0.9432582259178162,0.9133101105690002,0.8917177319526672,0.8685474991798401,0.8443023562431335,0.8208409547805786,0.7972928285598755,0.7764427065849304,0.7552838921546936,0.7332740426063538,0.7164530754089355,0.6935944557189941,0.6759578585624695,0.6550050377845764,0.6401355266571045,0.6182223558425903,0.6039680242538452,0.5859488844871521,0.5733681917190552,0.5509588718414307,0.5381307005882263,0.5225575566291809,0.5087874531745911,0.49529701471328735,0.4851725399494171,0.4698764681816101,0.454265296459198,0.44174131751060486,0.43095239996910095,0.4164077639579773,0.4106772541999817,0.3948858678340912,0.38385552167892456,0.38880404829978943,0.36633777618408203,0.3547043204307556,0.34591445326805115,0.3403121531009674,0.3395081162452698,0.31984755396842957,0.3222908675670624,0.304341197013855,0.30024248361587524,0.2997853457927704,0.2893165647983551,0.28681430220603943,0.2823939025402069,0.27584320306777954,0.26205772161483765,0.260463148355484,0.2528701722621918,0.2479052096605301,0.24489308893680573,0.2430589199066162,0.23797422647476196,0.2420593947172165,0.22453047335147858,0.2217179834842682,0.22465014457702637,0.21782377362251282,0.21463103592395782,0.2146538347005844,0.20590993762016296,0.20744508504867554,0.19955606758594513,0.1989002823829651,0.20857544243335724,0.19365647435188293,0.19213207066059113,0.18526491522789001,0.18947385251522064,0.18588495254516602,0.18218614161014557,0.1959173083305359,0.17501716315746307,0.17368891835212708,0.17948834598064423,0.17451544106006622,0.17412562668323517,0.17321349680423737,0.18724408745765686,0.16415391862392426,0.1639542579650879,0.16185012459754944,0.16550210118293762,0.16257309913635254,0.1638542115688324,0.15918037295341492,0.1737147569656372,0.15749770402908325,0.15730132162570953,0.16412213444709778,0.156269371509552,0.15136227011680603,0.15267205238342285,0.18828977644443512,0.1419566422700882,0.14237627387046814,0.16583923995494843,0.14594510197639465,0.1682557910680771,0.14213910698890686,0.14233066141605377,0.14545048773288727,0.15686610341072083,0.14227640628814697,0.14570966362953186,0.14629502594470978,0.14863312244415283,0.1484554558992386,0.1404392570257187,0.1519390493631363,0.13976570963859558,0.14400255680084229,0.1430177241563797,0.15432700514793396,0.14503343403339386,0.13212554156780243,0.13762839138507843,0.13634423911571503,0.15182369947433472,0.14141176640987396,0.14523988962173462,0.13279317319393158,0.13654553890228271,0.14800891280174255,0.12964801490306854,0.1323985755443573,0.1424434632062912,0.1376219391822815,0.13628925383090973,0.13769404590129852,0.13236497342586517,0.13588453829288483,0.13145847618579865,0.14272871613502502,0.1300884336233139,0.12789081037044525,0.1281278431415558,0.14091487228870392,0.14433830976486206,0.12895430624485016,0.1264214664697647,0.13733546435832977,0.12709413468837738,0.13006815314292908,0.12879028916358948,0.13660822808742523,0.13052837550640106,0.13055449724197388,0.12999165058135986,0.13149262964725494,0.1273464560508728,0.12377628684043884,0.13613472878932953,0.13782349228858948,0.12019970268011093,0.12456363439559937,0.12296506017446518,0.12547971308231354,0.13561202585697174,0.13324721157550812,0.12483914941549301,0.12570740282535553,0.12475017458200455,0.12343445420265198
accuracy,0.21592850983142853,0.31293290853500366,0.3542235195636749,0.38175058364868164,0.4018111526966095,0.41971272230148315,0.4329665005207062,0.4491589069366455,0.45920416712760925,0.47443702816963196,0.4835527241230011,0.49734625220298767,0.5098503828048706,0.5224144458770752,0.5325496792793274,0.5453236699104309,0.555878758430481,0.5666436553001404,0.5771987438201904,0.5858047008514404,0.5984587073326111,0.6070946455001831,0.616150438785553,0.6248763203620911,0.6360910534858704,0.6457464694976807,0.6533029675483704,0.6648474931716919,0.6706947684288025,0.6820294260978699,0.6890161633491516,0.6981618404388428,0.7069777250289917,0.7145941257476807,0.7206512689590454,0.7300968766212463,0.7384929060935974,0.7442201972007751,0.7518666386604309,0.7578638195991516,0.7659000158309937,0.7721970677375793,0.7793037295341492,0.7838016152381897,0.7888692021369934,0.7964257001876831,0.8028426766395569,0.8086299300193787,0.8127380013465881,0.821523904800415,0.8266214728355408,0.8292302489280701,0.8347176909446716,0.8417943716049194,0.8456025719642639,0.8494407534599304,0.855258047580719,0.8573570251464844,0.862274706363678,0.8664427995681763,0.8707607388496399,0.8736993670463562,0.8799364566802979,0.8827551007270813,0.8835347294807434,0.888152539730072,0.8941197395324707,0.8883324861526489,0.897028386592865,0.9012264013290405,0.9043149948120117,0.9054844379425049,0.9055144190788269,0.9125611186027527,0.9105820059776306,0.9172089099884033,0.9191579818725586,0.9178686141967773,0.9220066666603088,0.9219766855239868,0.9223365187644958,0.9247053861618042,0.9287534952163696,0.9303427338600159,0.9328615665435791,0.9332813620567322,0.9335512518882751,0.9346007108688354,0.9349905252456665,0.9325017333030701,0.9414075613021851,0.9408378005027771,0.9386188387870789,0.9408378005027771,0.9425170421600342,0.9412875771522522,0.9444361329078674,0.9438663721084595,0.9462352991104126,0.9458154439926147,0.9424570202827454,0.9466850757598877,0.9473447203636169,0.9506132006645203,0.9475246667861938,0.9485142230987549,0.9488140344619751,0.9447959661483765,0.9523823857307434,0.9518126249313354,0.9502533674240112,0.9508830904960632,0.9501034617424011,0.9506731629371643,0.9453656673431396,0.9537317752838135,0.9539716243743896,0.9546613097190857,0.9522324800491333,0.9539716243743896,0.9524123668670654,0.9526522755622864,0.949623703956604,0.9542415142059326,0.9544214010238647,0.9511829614639282,0.9543914198875427,0.9567903280258179,0.9546613097190857,0.9430567622184753,0.9578098058700562,0.958259642124176,0.9512729048728943,0.956280529499054,0.948754072189331,0.9571801424026489,0.957300066947937,0.956640362739563,0.9520825147628784,0.957959771156311,0.9562505483627319,0.9562205672264099,0.9551410675048828,0.9541215896606445,0.956640362739563,0.9536417722702026,0.95756995677948,0.9552310705184937,0.9559807181358337,0.9518726468086243,0.9544814229011536,0.9578098058700562,0.9585594534873962,0.9586194753646851,0.9515128135681152,0.9553210139274597,0.9540016055107117,0.9581396579742432,0.957330048084259,0.9529821276664734,0.9592491388320923,0.957869827747345,0.9555308818817139,0.9562505483627319,0.9561006426811218,0.9561006426811218,0.957869827747345,0.9560706615447998,0.9581396579742432,0.9537317752838135,0.957000195980072,0.9599688053131104,0.9584695100784302,0.9538217186927795,0.9527122378349304,0.9580796957015991,0.9580497145652771,0.9560406804084778,0.9584695100784302,0.957330048084259,0.957210123538971,0.9558607339859009,0.957210123538971,0.9570601582527161,0.957270085811615,0.956280529499054,0.9587693810462952,0.9596089720726013,0.9555009007453918,0.9548112154006958,0.9602986574172974,0.9589492678642273,0.9587094187736511,0.9586794376373291,0.9543914198875427,0.9558007717132568,0.9574800133705139,0.9568802714347839,0.9591292142868042,0.9585894346237183
