,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
loss,2.833832263946533,2.2683041095733643,2.075488805770874,1.9331704378128052,1.8202877044677734,1.7265143394470215,1.642913579940796,1.5579053163528442,1.4716650247573853,1.3969875574111938,1.3056049346923828,1.2355499267578125,1.138999104499817,1.0602428913116455,0.9915948510169983,0.8872151970863342,0.8168125152587891,0.7300800681114197,0.6519948244094849,0.5947575569152832
accuracy,0.21934323012828827,0.34955766797065735,0.4056680202484131,0.4394661784172058,0.4650472402572632,0.48876893520355225,0.5112310647964478,0.5360023975372314,0.5546258687973022,0.5790373086929321,0.6059079170227051,0.6273504495620728,0.6565901637077332,0.6814814805984497,0.7019343376159668,0.7353126406669617,0.7602939009666443,0.7878842353820801,0.8129254579544067,0.8293597102165222
