,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
loss,3.0461599826812744,2.406015157699585,2.1009857654571533,1.921667218208313,1.789604902267456,1.659757375717163,1.5490719079971313,2.326328992843628,1.3307980298995972,1.4010647535324097,1.264814019203186,1.107038974761963,0.9865497350692749,0.8914646506309509,200311.046875,231339840.0,22058316.0,8085182.0,2955078.5,3632277.75
accuracy,0.17477883398532867,0.31458988785743713,0.3889038860797882,0.4324186444282532,0.4645673930644989,0.4973159432411194,0.5273954272270203,0.5448192954063416,0.5877942442893982,0.567191481590271,0.6049183011054993,0.6525716185569763,0.6873594522476196,0.7182186245918274,0.3245164155960083,0.0638776421546936,0.06642675399780273,0.06978557258844376,0.05994901806116104,0.054730843752622604
