,0,1,2,3,4,5,6,7,8,9,10,11,12
loss,1.7741320133209229,1.5882229804992676,1.5020420551300049,1.4337209463119507,1.3777505159378052,1.33177649974823,1.2944965362548828,1.2573047876358032,1.2248873710632324,1.1917383670806885,1.1615653038024902,1.1273534297943115,1.0994670391082764
accuracy,0.30166926980018616,0.39161211252212524,0.426450252532959,0.45406022667884827,0.4740500748157501,0.4918957054615021,0.5056257247924805,0.520324170589447,0.5326708555221558,0.5452826619148254,0.5572258830070496,0.5712786912918091,0.5834063291549683
val_loss,1.6646915674209595,1.5572046041488647,1.4962495565414429,1.441414475440979,1.3923088312149048,1.3665848970413208,1.3581377267837524,1.3590147495269775,1.3669794797897339,1.3502439260482788,1.359788179397583,1.3606038093566895,1.3847756385803223
val_accuracy,0.361511766910553,0.4076136648654938,0.4247763454914093,0.44650354981422424,0.46576592326164246,0.4743472635746002,0.48119407892227173,0.47708600759506226,0.4785466492176056,0.48913639783859253,0.4901405870914459,0.48721927404403687,0.4787292182445526
