,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
loss,3.5033748149871826,3.1073169708251953,2.9419872760772705,2.849883556365967,2.788456678390503,2.73231840133667,2.6873013973236084,2.64487361907959,2.6092050075531006,2.570425510406494,2.53528094291687,2.4984443187713623,2.466020107269287,2.434709310531616,2.3946480751037598,2.3609652519226074,2.318591356277466,2.283703088760376,2.2465643882751465,2.1997768878936768,2.1551156044006348,2.11464524269104,2.064610242843628,2.027340888977051,1.9839407205581665,1.9369571208953857,1.884434700012207,1.8387845754623413,1.7898842096328735,1.7489304542541504,1.6999567747116089,1.660752296447754,1.6154412031173706,1.5718730688095093,1.5349980592727661,1.4960049390792847,1.4586247205734253,1.406187891960144,1.3770874738693237,1.340035080909729,1.2921206951141357,1.277296543121338,1.2382848262786865,1.200650930404663,1.166825532913208,1.1434544324874878,1.114073634147644,1.1015506982803345,1.0697391033172607,1.0133589506149292,1.022420883178711,0.9896490573883057,0.975989043712616,0.937040388584137,0.9094321131706238,0.9041022658348083,0.8893343806266785,0.836577296257019,0.833507239818573,0.8153244256973267,0.8218173980712891,0.8314591646194458,0.7793573141098022,0.755730152130127,0.7625181674957275,0.7567564845085144,0.7017602920532227,0.6926517486572266,0.7106186151504517,0.710276186466217,0.6956865191459656,0.6955568790435791,0.6663987636566162,0.6600865125656128,0.6541668772697449,0.6314311027526855,0.621385395526886,0.6109042167663574,0.6035869717597961,0.6230646371841431,0.5941174030303955,0.6191486120223999,0.5753186345100403,0.5652235746383667,0.5943737626075745,0.563993513584137,0.5698358416557312,0.5130981206893921,0.4925137162208557,0.5532403588294983,0.5780581831932068,0.5707070827484131,0.5277536511421204,0.48062190413475037,0.4723152220249176,0.503327488899231,0.5147197246551514,0.5185476541519165,0.5288532376289368,0.466357946395874
race_loss,1.7518976926803589,1.5325024127960205,1.441387414932251,1.3903838396072388,1.3578916788101196,1.3269729614257812,1.3018503189086914,1.2790606021881104,1.258561372756958,1.2364038228988647,1.2184178829193115,1.1995683908462524,1.179198145866394,1.1622440814971924,1.140992283821106,1.1206303834915161,1.0948004722595215,1.0779590606689453,1.0542669296264648,1.0278968811035156,1.0043178796768188,0.9840510487556458,0.9559569954872131,0.9372074007987976,0.9158740639686584,0.8867337107658386,0.8591837882995605,0.8363094925880432,0.8096339106559753,0.7915103435516357,0.7642771005630493,0.7451743483543396,0.726821780204773,0.7009197473526001,0.6780982613563538,0.6642308235168457,0.6486139893531799,0.619236409664154,0.6074902415275574,0.5896742939949036,0.5622950792312622,0.5568812489509583,0.5415111780166626,0.5217100977897644,0.5092333555221558,0.4992126524448395,0.4829212725162506,0.4809763431549072,0.4623781740665436,0.4328940808773041,0.4450925290584564,0.4275016188621521,0.4262228012084961,0.4068121314048767,0.392723023891449,0.391814261674881,0.3853986859321594,0.3606153130531311,0.3604007959365845,0.3466711640357971,0.35638201236724854,0.36257150769233704,0.34076568484306335,0.32345205545425415,0.3231877088546753,0.33271434903144836,0.29931989312171936,0.30253881216049194,0.3062809407711029,0.30653679370880127,0.30139097571372986,0.30665597319602966,0.2886282801628113,0.28466904163360596,0.28455814719200134,0.27476969361305237,0.27042102813720703,0.26214370131492615,0.26269420981407166,0.2693879008293152,0.2602224051952362,0.2753971517086029,0.254499614238739,0.2493809163570404,0.2602202594280243,0.24860432744026184,0.25522902607917786,0.22320793569087982,0.21675731241703033,0.2443723827600479,0.25518664717674255,0.2533428370952606,0.23659369349479675,0.2054484635591507,0.2044549435377121,0.22449815273284912,0.2263755202293396,0.23116719722747803,0.23463895916938782,0.20308703184127808
age_loss,1.7514770030975342,1.5748134851455688,1.5006002187728882,1.4594987630844116,1.4305633306503296,1.4053466320037842,1.385451316833496,1.3658145666122437,1.3506428003311157,1.3340212106704712,1.3168635368347168,1.2988736629486084,1.286823034286499,1.2724636793136597,1.2536550760269165,1.2403358221054077,1.223791241645813,1.2057431936264038,1.1922969818115234,1.1718796491622925,1.1507972478866577,1.1305938959121704,1.1086535453796387,1.090134620666504,1.0680668354034424,1.0502233505249023,1.025250792503357,1.0024751424789429,0.9802510738372803,0.9574189782142639,0.9356783032417297,0.9155767560005188,0.8886198401451111,0.8709536790847778,0.8568992614746094,0.8317732810974121,0.8100109696388245,0.7869518399238586,0.7695975303649902,0.7503605484962463,0.7298258543014526,0.720414936542511,0.6967734098434448,0.6789405345916748,0.6575924754142761,0.644241988658905,0.6311530470848083,0.6205747723579407,0.6073611378669739,0.5804644823074341,0.5773279070854187,0.562147319316864,0.5497667789459229,0.5302285552024841,0.5167095065116882,0.5122877955436707,0.5039352774620056,0.4759620428085327,0.47310662269592285,0.46865326166152954,0.4654350280761719,0.4688873887062073,0.43859148025512695,0.43227800726890564,0.4393303692340851,0.42404234409332275,0.40244051814079285,0.39011335372924805,0.404337614774704,0.4037388861179352,0.3942965865135193,0.38890010118484497,0.3777707815170288,0.375417560338974,0.369608610868454,0.3566614091396332,0.35096439719200134,0.3487606644630432,0.3408925533294678,0.35367652773857117,0.3338950574398041,0.3437516987323761,0.3208189606666565,0.31584271788597107,0.33415335416793823,0.3153887391090393,0.31460684537887573,0.28989022970199585,0.27575618028640747,0.3088681399822235,0.3228719234466553,0.317364364862442,0.2911596894264221,0.275173157453537,0.2678603231906891,0.2788294851779938,0.2883441150188446,0.28738048672676086,0.29421380162239075,0.26327061653137207
race_accuracy,0.30896660685539246,0.4103453755378723,0.4442497491836548,0.4627178907394409,0.47655168175697327,0.4885871112346649,0.498512864112854,0.5074126124382019,0.5159780383110046,0.5226989984512329,0.5313566327095032,0.5384234189987183,0.5462971329689026,0.5528221130371094,0.5627593994140625,0.5705294013023376,0.5788757801055908,0.586830198764801,0.5956262350082397,0.6066817045211792,0.6143710017204285,0.6234552264213562,0.6345338225364685,0.6406206488609314,0.6495088934898376,0.6620169878005981,0.6719773411750793,0.6824795007705688,0.6920939683914185,0.6996910572052002,0.7097436189651489,0.7183666825294495,0.7245688438415527,0.7350940704345703,0.7424836158752441,0.7469795942306519,0.7555104494094849,0.765966534614563,0.770324170589447,0.7771027684211731,0.7875357270240784,0.7902794480323792,0.7956746220588684,0.8036751747131348,0.8070414066314697,0.8120215535163879,0.8180853724479675,0.8187194466590881,0.8259937167167664,0.8360347747802734,0.8324494957923889,0.8390781879425049,0.840323269367218,0.8474822640419006,0.8532232642173767,0.852900505065918,0.8575693964958191,0.8660310506820679,0.8660887479782104,0.8706538677215576,0.8666074872016907,0.8654431700706482,0.8739739656448364,0.8798418045043945,0.8795421123504639,0.8775938153266907,0.8889145255088806,0.888568639755249,0.886608898639679,0.8869547247886658,0.8882573843002319,0.8891450762748718,0.8935834169387817,0.8966729640960693,0.8953933119773865,0.8996241688728333,0.8990016579627991,0.9051576852798462,0.9035783410072327,0.9023217558860779,0.9057571887969971,0.9017108082771301,0.9091118574142456,0.9105644226074219,0.9075440168380737,0.9110140204429626,0.9092501997947693,0.9194641709327698,0.9233145713806152,0.9139421582221985,0.9101609587669373,0.9104145765304565,0.9163169860839844,0.9269805550575256,0.9275569319725037,0.9221156239509583,0.9206284880638123,0.9192105531692505,0.9179539680480957,0.9288250207901001
age_accuracy,0.3230886161327362,0.37607210874557495,0.3958890438079834,0.4090888202190399,0.419014573097229,0.42586231231689453,0.4315226376056671,0.437448114156723,0.44555243849754333,0.45113205909729004,0.4565503001213074,0.4636286199092865,0.4688624143600464,0.4739001989364624,0.48107072710990906,0.4870999753475189,0.49437424540519714,0.5029166340827942,0.5079198479652405,0.516646683216095,0.5252236723899841,0.5363137722015381,0.5446140170097351,0.5533754229545593,0.5639929175376892,0.5724084377288818,0.5819307565689087,0.5922484397888184,0.6006640195846558,0.6119962334632874,0.6188439726829529,0.629876434803009,0.6413469314575195,0.6503735184669495,0.6544429659843445,0.6663400530815125,0.6765885949134827,0.6843355298042297,0.6930392980575562,0.698941707611084,0.7088098526000977,0.7137784957885742,0.7221133708953857,0.7297680377960205,0.7389675378799438,0.7456308007240295,0.7493659257888794,0.7539772391319275,0.7607442736625671,0.7714769840240479,0.7728257775306702,0.7789818048477173,0.7834317088127136,0.7912247776985168,0.7961127161979675,0.7971271872520447,0.8031679391860962,0.8132205009460449,0.8158604502677917,0.817578136920929,0.8191575407981873,0.8187655806541443,0.8289449214935303,0.8328990936279297,0.831504225730896,0.8358272910118103,0.8442197442054749,0.8495803475379944,0.8457184433937073,0.8449345231056213,0.8496149778366089,0.8521857261657715,0.8572927117347717,0.8571659326553345,0.8596329689025879,0.8644402027130127,0.8687517046928406,0.8687171339988708,0.8713340163230896,0.868083119392395,0.8747925162315369,0.87144935131073,0.8795881867408752,0.8814442753791809,0.878262460231781,0.8832656741142273,0.8839804530143738,0.8905169367790222,0.898690402507782,0.8858479857444763,0.882308840751648,0.88313889503479,0.8921539187431335,0.900465726852417,0.9024485945701599,0.8981139659881592,0.8959351778030396,0.8969265818595886,0.8951512575149536,0.9043737649917603
val_loss,3.2102389335632324,3.028921127319336,2.898127317428589,2.9042696952819824,2.8270175457000732,2.7845396995544434,2.7796707153320312,2.7806549072265625,2.7979469299316406,2.7289364337921143,2.7289798259735107,2.7795517444610596,2.7576358318328857,2.7196133136749268,2.788684606552124,2.792515754699707,2.809260129928589,2.8566465377807617,2.8821561336517334,2.9380390644073486,2.97157883644104,3.00044584274292,3.0221283435821533,3.0497279167175293,3.2008554935455322,3.165817975997925,3.281672477722168,3.369128942489624,3.3833348751068115,3.5009806156158447,3.592139482498169,3.718014717102051,3.8594582080841064,3.963948965072632,4.0277910232543945,4.040966510772705,4.207806587219238,4.3392205238342285,4.340757846832275,4.649918556213379,4.678510665893555,4.780811786651611,4.975429058074951,5.1120100021362305,5.159420013427734,5.3747782707214355,5.3280534744262695,5.7625837326049805,5.78162956237793,5.722152233123779,6.00089168548584,5.972050666809082,6.228509426116943,6.454841136932373,6.54514741897583,6.723326683044434,6.789692401885986,6.919551849365234,7.471253871917725,7.155355453491211,7.575123310089111,7.453003883361816,7.36552619934082,7.908943176269531,7.6105217933654785,8.028305053710938,8.117195129394531,8.425565719604492,8.50306510925293,8.920455932617188,8.691843032836914,8.548750877380371,9.145533561706543,8.800676345825195,9.246838569641113,9.242533683776855,9.368431091308594,9.87751293182373,9.762107849121094,9.987717628479004,10.356884002685547,9.985027313232422,10.317259788513184,10.358946800231934,10.57231616973877,11.012953758239746,10.614827156066895,11.103093147277832,11.076446533203125,11.122241020202637,11.377253532409668,11.126677513122559,11.530184745788574,11.667960166931152,12.143208503723145,11.8310546875,12.118315696716309,11.85368824005127,11.518707275390625,12.156014442443848
val_race_loss,1.5941928625106812,1.4902410507202148,1.4202547073364258,1.416305661201477,1.3810430765151978,1.3567702770233154,1.3600945472717285,1.3583197593688965,1.3566299676895142,1.32908296585083,1.3262314796447754,1.3514645099639893,1.3459128141403198,1.3237463235855103,1.3468016386032104,1.3735787868499756,1.3732118606567383,1.4036117792129517,1.4208980798721313,1.4421883821487427,1.4677979946136475,1.4737294912338257,1.4768351316452026,1.4951435327529907,1.5833804607391357,1.5567538738250732,1.6389453411102295,1.6613878011703491,1.670677661895752,1.7559212446212769,1.777586579322815,1.8739879131317139,1.9286317825317383,2.0000646114349365,2.042426586151123,2.0532960891723633,2.1177937984466553,2.2114102840423584,2.1849136352539062,2.3331172466278076,2.3908443450927734,2.396561622619629,2.515873670578003,2.6084346771240234,2.591825246810913,2.723790168762207,2.6792917251586914,2.8744699954986572,2.94421124458313,2.869922161102295,3.0206053256988525,2.9716436862945557,3.133511543273926,3.2137458324432373,3.2644667625427246,3.3883752822875977,3.372096538543701,3.4429779052734375,3.672290086746216,3.619645118713379,3.746821880340576,3.7277204990386963,3.691213369369507,3.864412307739258,3.8040523529052734,4.006217956542969,4.016757011413574,4.197149276733398,4.1861701011657715,4.442258358001709,4.344296455383301,4.193917751312256,4.486753463745117,4.31358528137207,4.671952724456787,4.606395244598389,4.563607215881348,4.854534149169922,4.800750255584717,4.92803955078125,5.115564346313477,4.825058460235596,5.107571125030518,5.041423797607422,5.143853187561035,5.294287204742432,5.205507278442383,5.367758274078369,5.309800624847412,5.417610168457031,5.585700035095215,5.424169540405273,5.561647891998291,5.594691276550293,5.905998706817627,5.713113307952881,5.928438186645508,5.754392623901367,5.556787014007568,5.886740684509277
val_age_loss,1.616046667098999,1.5386794805526733,1.4778724908828735,1.4879642724990845,1.4459737539291382,1.4277695417404175,1.419576644897461,1.422336220741272,1.4413174390792847,1.3998537063598633,1.4027475118637085,1.4280877113342285,1.4117224216461182,1.395866870880127,1.4418830871582031,1.4189367294311523,1.4360485076904297,1.4530353546142578,1.4612587690353394,1.4958512783050537,1.5037813186645508,1.5267157554626465,1.5452923774719238,1.55458402633667,1.6174747943878174,1.6090638637542725,1.6427271366119385,1.707741379737854,1.7126567363739014,1.7450597286224365,1.8145530223846436,1.844027042388916,1.930826187133789,1.9638839960098267,1.985363483428955,1.9876697063446045,2.090012311935425,2.127810478210449,2.155844211578369,2.3168015480041504,2.2876663208007812,2.384249448776245,2.4595534801483154,2.503574848175049,2.5675954818725586,2.6509881019592285,2.6487619876861572,2.8881137371063232,2.837416648864746,2.8522303104400635,2.980287551879883,3.0004076957702637,3.094998359680176,3.241095542907715,3.2806789875030518,3.3349499702453613,3.4175946712493896,3.476574659347534,3.798966884613037,3.5357110500335693,3.8283019065856934,3.725282669067383,3.674315929412842,4.044528007507324,3.806467056274414,4.022087574005127,4.100439071655273,4.22841739654541,4.316895008087158,4.478199481964111,4.34754753112793,4.3548359870910645,4.658779144287109,4.487088203430176,4.574884414672852,4.636140823364258,4.8048224449157715,5.022976398468018,4.9613566398620605,5.05967903137207,5.241321086883545,5.159970283508301,5.209690093994141,5.317523956298828,5.428462982177734,5.718665599822998,5.409321308135986,5.735334396362305,5.766646862030029,5.704631805419922,5.791552543640137,5.702506065368652,5.968535900115967,6.073270797729492,6.237210750579834,6.1179399490356445,6.18987512588501,6.099294662475586,5.961919784545898,6.269272327423096
val_race_accuracy,0.3799525201320648,0.4258718192577362,0.4525287449359894,0.45234617590904236,0.46184042096138,0.47809019684791565,0.48137667775154114,0.475534051656723,0.4785466492176056,0.48393282294273376,0.49160122871398926,0.4866715371608734,0.4876757264137268,0.4945225417613983,0.49150994420051575,0.48612380027770996,0.4876757264137268,0.47580793499946594,0.47261273860931396,0.47809019684791565,0.4875844419002533,0.478911817073822,0.48566734790802,0.4796421527862549,0.47124338150024414,0.4705130457878113,0.46594852209091187,0.46777433156967163,0.4552674889564514,0.4626620411872864,0.4619317054748535,0.4529851973056793,0.45700201392173767,0.44979003071784973,0.44111740589141846,0.44905969500541687,0.4505203664302826,0.44759905338287354,0.4372831881046295,0.4418477416038513,0.4358225166797638,0.44093480706214905,0.4404783546924591,0.4368267357349396,0.4436735510826111,0.43901771306991577,0.4346357583999634,0.4337228536605835,0.4271498918533325,0.43646156787872314,0.433814138174057,0.4324447810649872,0.4322621822357178,0.4289757311344147,0.4271498918533325,0.4234069883823395,0.42842796444892883,0.41875115036964417,0.42295050621032715,0.4256892502307892,0.430436372756958,0.42313310503959656,0.42532408237457275,0.4269673228263855,0.41601240634918213,0.4214898645877838,0.4280627965927124,0.4292495846748352,0.41957277059555054,0.42514151334762573,0.40505751967430115,0.4224940538406372,0.416925311088562,0.4234069883823395,0.4088004529476166,0.42185503244400024,0.41646885871887207,0.41957277059555054,0.4181120991706848,0.41975533962249756,0.41619500517845154,0.4067007601261139,0.40861785411834717,0.41272595524787903,0.41601240634918213,0.41290852427482605,0.416925311088562,0.41181305050849915,0.4159211218357086,0.41053497791290283,0.40752238035202026,0.4159211218357086,0.416742742061615,0.42212891578674316,0.4158298373222351,0.41966405510902405,0.40633559226989746,0.41290852427482605,0.4188424348831177,0.41729047894477844
val_age_accuracy,0.3739273250102997,0.3955632746219635,0.4145517647266388,0.3955632746219635,0.4179295301437378,0.4247763454914093,0.4325360655784607,0.426876038312912,0.4301624894142151,0.4329012334346771,0.4336315393447876,0.4222202003002167,0.4317144453525543,0.4336315393447876,0.43217089772224426,0.4313492774963379,0.4226766526699066,0.42395472526550293,0.41865983605384827,0.4166514575481415,0.42057695984840393,0.42285922169685364,0.4137301445007324,0.4101698100566864,0.4056965410709381,0.4200292229652405,0.406609445810318,0.4020449221134186,0.3963848948478699,0.40076684951782227,0.4009494185447693,0.3968413472175598,0.3941026031970978,0.38689061999320984,0.3742012083530426,0.39510682225227356,0.37712252140045166,0.3964761793613434,0.3730144202709198,0.3649808168411255,0.38579514622688293,0.3783092796802521,0.3864341676235199,0.3677195608615875,0.3743837773799896,0.3832390010356903,0.37575316429138184,0.3766660690307617,0.3605988621711731,0.37712252140045166,0.3687237501144409,0.3799525201320648,0.368267297744751,0.3840606212615967,0.3662588894367218,0.3626985549926758,0.3766660690307617,0.36333760619163513,0.3720102310180664,0.3694540858268738,0.35922950506210327,0.36571115255355835,0.36361145973205566,0.35986852645874023,0.3575862646102905,0.36662405729293823,0.3706408739089966,0.37127989530563354,0.3606901466846466,0.3595946729183197,0.36132919788360596,0.3574036955833435,0.36142048239707947,0.35986852645874023,0.36260727047920227,0.35877305269241333,0.3674456775188446,0.3503742814064026,0.3490962088108063,0.3575862646102905,0.35658207535743713,0.35347819328308105,0.36105531454086304,0.3639766275882721,0.34781813621520996,0.36260727047920227,0.3575862646102905,0.35795143246650696,0.36680665612220764,0.35356947779655457,0.35877305269241333,0.3548475503921509,0.3584991693496704,0.35795143246650696,0.36324629187583923,0.36005112528800964,0.3584078848361969,0.3638853430747986,0.3585904836654663,0.36114659905433655
