,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
loss,0.596214234828949,0.5022763013839722,0.45832470059394836,0.42951178550720215,0.40894827246665955,0.3919486701488495,0.37588736414909363,0.3595428466796875,0.3452930450439453,0.3281267285346985,0.3140105605125427,0.2949785888195038,0.28033530712127686,0.2651646137237549,0.24416358768939972
accuracy,0.6708590984344482,0.7448815107345581,0.7731831669807434,0.7909595966339111,0.8029719591140747,0.8131052255630493,0.822062611579895,0.8312966823577881,0.8405538201332092,0.8492230176925659,0.8562436699867249,0.8674951791763306,0.8753343224525452,0.8831043243408203,0.8929839730262756
val_loss,0.5208740234375,0.4678638279438019,0.4489258825778961,0.42471635341644287,0.43234455585479736,0.4232786297798157,0.40766167640686035,0.40382975339889526,0.40043774247169495,0.42423832416534424,0.40411126613616943,0.41757139563560486,0.4373956620693207,0.43820932507514954,0.47151124477386475
val_accuracy,0.7377213835716248,0.7672083377838135,0.7809019684791565,0.7951433062553406,0.7910352349281311,0.7912178039550781,0.806006908416748,0.8045462965965271,0.8064634203910828,0.8005294799804688,0.8087456822395325,0.8077414631843567,0.805641770362854,0.80527663230896,0.8021727204322815
